2024-12-19 11:55:00.392 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-12-19 11:55:01.107 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [req-serv] nacos-server port:8848
2024-12-19 11:55:01.108 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [http-client] connect timeout:1000
2024-12-19 11:55:01.111 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - PER_TASK_CONFIG_SIZE: 3000.0
2024-12-19 11:55:01.114 [Thread-2] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - null No credential found
2024-12-19 11:55:01.140 [main] INFO  com.alibaba.nacos.common.labels - DefaultLabelsCollectorManager get labels.....
2024-12-19 11:55:01.142 [main] INFO  com.alibaba.nacos.common.labels - Process LabelsCollector with [name:defaultNacosLabelsCollector]
2024-12-19 11:55:01.142 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect properties raw labels: null
2024-12-19 11:55:01.144 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect properties labels: {}
2024-12-19 11:55:01.144 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect jvm raw labels: null
2024-12-19 11:55:01.144 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect jvm labels: {}
2024-12-19 11:55:01.144 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect env raw labels: null
2024-12-19 11:55:01.145 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect env labels: {}
2024-12-19 11:55:01.145 [main] INFO  com.alibaba.nacos.common.labels - DefaultLabelsCollectorManager get labels finished,labels :{}
2024-12-19 11:55:01.154 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2024-12-19 11:55:01.154 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2024-12-19 11:55:01.162 [main] INFO  c.a.n.client.config.impl.LocalConfigInfoProcessor - LOCAL_SNAPSHOT_PATH:C:\Users\chen\nacos\config
2024-12-19 11:55:01.169 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0
2024-12-19 11:55:01.188 [main] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$634/0x0000022d9d3a6b48
2024-12-19 11:55:01.190 [main] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$635/0x0000022d9d3a6f68
2024-12-19 11:55:01.190 [main] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-12-19 11:55:01.191 [main] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-12-19 11:55:01.198 [main] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Try to connect to server on start up, server: {serverIp = 'nacos', server main port = 8848}
2024-12-19 11:55:01.247 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:nacos ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2024-12-19 11:55:02.232 [main] INFO  c.a.n.common.ability.AbstractAbilityControlManager - Ready to get current node abilities...
2024-12-19 11:55:02.233 [main] INFO  c.a.n.common.ability.AbstractAbilityControlManager - Ready to initialize current node abilities, support modes: [SDK_CLIENT]
2024-12-19 11:55:02.234 [main] INFO  c.a.n.common.ability.AbstractAbilityControlManager - Initialize current abilities finish...
2024-12-19 11:55:02.234 [main] INFO  c.a.n.c.ability.discover.NacosAbilityManagerHolder - [AbilityControlManager] Successfully initialize AbilityControlManager
2024-12-19 11:55:02.302 [main] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Success to connect to server [nacos:8848] on start up, connectionId = 1734580501658_10.0.0.4_62222
2024-12-19 11:55:02.302 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Notify connected event to listeners.
2024-12-19 11:55:02.302 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Connected,notify listen context...
2024-12-19 11:55:02.302 [main] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-12-19 11:55:02.303 [main] INFO  com.alibaba.nacos.common.remote.client - [f78ab6b2-caf2-499c-9c81-d1eb43cc17e5_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$654/0x0000022d9d530440
2024-12-19 11:55:02.349 [main] INFO  com.alibaba.nacos.client.config.impl.Limiter - limitTime:5.0
2024-12-19 11:55:02.418 [main] WARN  c.a.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[payment-service] & group[DEFAULT_GROUP]
2024-12-19 11:55:02.530 [main] WARN  c.a.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[payment-service.yaml] & group[DEFAULT_GROUP]
2024-12-19 11:55:02.531 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-payment-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-payment-service,DEFAULT_GROUP'}]
2024-12-19 11:55:02.537 [main] INFO  cn.edu.xmu.oomall.payment.PaymentApplication - No active profile set, falling back to 1 default profile: "default"
2024-12-19 11:55:07.076 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2024-12-19 11:55:07.078 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-12-19 11:55:07.110 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23 ms. Found 0 JPA repository interfaces.
2024-12-19 11:55:07.450 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=13ec18c4-c4f8-3366-acd0-bea441adfb07
2024-12-19 11:55:08.560 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2024-12-19 11:55:08.564 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [2.0.8] using APR version [1.7.4].
2024-12-19 11:55:08.571 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.14 4 Jun 2024]
2024-12-19 11:55:08.591 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2024-12-19 11:55:08.593 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-12-19 11:55:08.595 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.33]
2024-12-19 11:55:08.700 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-12-19 11:55:08.701 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 6150 ms
2024-12-19 11:55:09.466 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2024-12-19 11:55:10.249 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-12-19 11:55:10.299 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-12-19 11:55:10.334 [main] INFO  o.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-12-19 11:55:10.593 [main] INFO  o.s.o.j.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-12-19 11:55:11.181 [main] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-12-19 11:55:11.187 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-12-19 11:55:12.109 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-12-19 11:55:12.310 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'alipay-service' URL not provided. Will try picking an instance via load-balancing.
2024-12-19 11:55:12.407 [main] DEBUG cn.edu.xmu.oomall.payment.config.PaymentConfig - snowFlakeIdWorker: ip = 10.30.53.224
2024-12-19 11:55:12.464 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'wepay-service' URL not provided. Will try picking an instance via load-balancing.
2024-12-19 11:55:15.156 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-12-19 11:55:15.191 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 19 endpoints beneath base path '/actuator'
2024-12-19 11:55:15.356 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
